sb.prepare.met.point-query.warm.range100.pk1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.000004	0	0	0	3436780	x.my5651_rel.z10a_bee.pk1
0.000004	0	0	0	3138404	x.my5710_rel.z10a_bee.pk1
0.000004	0	0	0	3126661	x.my5720_rel.z10a_bee.pk1
0.000005	0	0	0	2805154	x.my5730_rel.z10a_bee.pk1
0.000005	0	0	0	2742732	x.my5744_rel.z10a_bee.pk1
0.000004	0	0	0	3106394	x.my8013_rel.z10a_bee.pk1
0.000005	0	0	0	2632202	x.my8014_rel.z10a_bee.pk1
0.000005	0	0	0	2794181	x.my8020_rel.z10a_bee.pk1
0.000005	0	0	0	2617573	x.my8028_rel.z10a_bee.pk1
0.000006	0	0	0	2269495	x.my8035_rel.z10a_bee.pk1
0.000006	0	0	0	2112929	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.33		1	1	1	0.88	x.my5631_rel.z10a_bee.pk1
1.33		1	1	1	0.87	x.my5641_rel.z10a_bee.pk1
1.33		1	1	1	0.89	x.my5651_rel.z10a_bee.pk1
1.33		1	1	1	0.81	x.my5710_rel.z10a_bee.pk1
1.33		1	1	1	0.81	x.my5720_rel.z10a_bee.pk1
1.67		1	1	1	0.72	x.my5730_rel.z10a_bee.pk1
1.67		1	1	1	0.71	x.my5744_rel.z10a_bee.pk1
1.33		1	1	1	0.80	x.my8013_rel.z10a_bee.pk1
1.67		1	1	1	0.68	x.my8014_rel.z10a_bee.pk1
1.67		1	1	1	0.72	x.my8020_rel.z10a_bee.pk1
1.67		1	1	1	0.68	x.my8028_rel.z10a_bee.pk1
2.00		1	1	1	0.59	x.my8035_rel.z10a_bee.pk1
2.00		1	1	1	0.55	x.my8036_rel.z10a_bee.pk1

sb.met.delete.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001326	0.093	0.373	2.927	12432	x.my5621_rel.z10a_bee.pk1
0.001345	0.093	0.374	2.912	12258	x.my5631_rel.z10a_bee.pk1
0.001349	0.094	0.374	2.884	12168	x.my5641_rel.z10a_bee.pk1
0.001347	0.093	0.374	2.907	12293	x.my5651_rel.z10a_bee.pk1
0.001782	0	0	4.088	9435	x.my5710_rel.z10a_bee.pk1
0.001759	0	0	4.47	8984	x.my5720_rel.z10a_bee.pk1
0.001777	0	0	4.516	8938	x.my5730_rel.z10a_bee.pk1
0.001672	0	0	4.435	8989	x.my5744_rel.z10a_bee.pk1
0.003977	0	0	5.189	7455	x.my8013_rel.z10a_bee.pk1
0.004044	0	0	5.219	7317	x.my8014_rel.z10a_bee.pk1
0.004152	0	0	4.808	6942	x.my8020_rel.z10a_bee.pk1
0.002231	0	0	4.969	6597	x.my8028_rel.z10a_bee.pk1
0.002433	0	0	5.003	6062	x.my8035_rel.z10a_bee.pk1
0.002445	0	0	5.014	5998	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.01		1.00	1.00	0.99	0.99	x.my5631_rel.z10a_bee.pk1
1.02		1.01	1.00	0.99	0.98	x.my5641_rel.z10a_bee.pk1
1.02		1.00	1.00	0.99	0.99	x.my5651_rel.z10a_bee.pk1
1.34		0.00	0.00	1.40	0.76	x.my5710_rel.z10a_bee.pk1
1.33		0.00	0.00	1.53	0.72	x.my5720_rel.z10a_bee.pk1
1.34		0.00	0.00	1.54	0.72	x.my5730_rel.z10a_bee.pk1
1.26		0.00	0.00	1.52	0.72	x.my5744_rel.z10a_bee.pk1
3.00		0.00	0.00	1.77	0.60	x.my8013_rel.z10a_bee.pk1
3.05		0.00	0.00	1.78	0.59	x.my8014_rel.z10a_bee.pk1
3.13		0.00	0.00	1.64	0.56	x.my8020_rel.z10a_bee.pk1
1.68		0.00	0.00	1.70	0.53	x.my8028_rel.z10a_bee.pk1
1.83		0.00	0.00	1.71	0.49	x.my8035_rel.z10a_bee.pk1
1.84		0.00	0.00	1.71	0.48	x.my8036_rel.z10a_bee.pk1

sb.met.insert.range100.pk1.dop1
--- absolute
cpu/o		r/o	rKB/o	wKB/o	o/s	dbms
0.001000	0.126	0.504	2.482	12725	x.my5621_rel.z10a_bee.pk1
0.001017	0.126	0.504	2.561	12287	x.my5631_rel.z10a_bee.pk1
0.001001	0.126	0.504	2.559	12438	x.my5641_rel.z10a_bee.pk1
0.001018	0.126	0.504	2.59	12219	x.my5651_rel.z10a_bee.pk1
0.001314	0	0	2.824	9881	x.my5710_rel.z10a_bee.pk1
0.001374	0	0	2.852	9423	x.my5720_rel.z10a_bee.pk1
0.001390	0	0	2.864	9296	x.my5730_rel.z10a_bee.pk1
0.001415	0	0	2.871	9076	x.my5744_rel.z10a_bee.pk1
0.003470	0	0	3.183	7481	x.my8013_rel.z10a_bee.pk1
0.003531	0	0	3.216	7385	x.my8014_rel.z10a_bee.pk1
0.003610	0	0	3.204	7010	x.my8020_rel.z10a_bee.pk1
0.002054	0	0	3.347	6237	x.my8028_rel.z10a_bee.pk1
0.002265	0	0	3.633	5604	x.my8035_rel.z10a_bee.pk1
0.002293	0	0	3.62	5568	x.my8036_rel.z10a_bee.pk1
--- relative to first result
1.02		1.00	1.00	1.03	0.97	x.my5631_rel.z10a_bee.pk1
1.00		1.00	1.00	1.03	0.98	x.my5641_rel.z10a_bee.pk1
1.02		1.00	1.00	1.04	0.96	x.my5651_rel.z10a_bee.pk1
1.31		0.00	0.00	1.14	0.78	x.my5710_rel.z10a_bee.pk1
1.37		0.00	0.00	1.15	0.74	x.my5720_rel.z10a_bee.pk1
1.39		0.00	0.00	1.15	0.73	x.my5730_rel.z10a_bee.pk1
1.42		0.00	0.00	1.16	0.71	x.my5744_rel.z10a_bee.pk1
3.47		0.00	0.00	1.28	0.59	x.my8013_rel.z10a_bee.pk1
3.53		0.00	0.00	1.30	0.58	x.my8014_rel.z10a_bee.pk1
3.61		0.00	0.00	1.29	0.55	x.my8020_rel.z10a_bee.pk1
2.05		0.00	0.00	1.35	0.49	x.my8028_rel.z10a_bee.pk1
2.27		0.00	0.00	1.46	0.44	x.my8035_rel.z10a_bee.pk1
2.29		0.00	0.00	1.46	0.44	x.my8036_rel.z10a_bee.pk1

