wa-I	wa-C	sa	ca	Nruns	Nlvls	ph	pm	rs	rn	F	L	C
16.2	37.2	1.18	0.006	23	6	190.0	187.0	523.0	10.5	TL	T3L6	t:1:7-t:7:7-t:7:5-l:6.941:1-l:6.941:1-l:6.941:1
17.0	37.0	1.18	0.006	21	6	172.1	169.0	473.0	9.7	TL	T3L6	t:1:7-t:7:7-t:7:3-l:6.941:1-l:6.941:1-l:6.941:1
13.1	35.1	1.21	0.006	26	6	220.3	217.0	601.0	12.0	TLN	T3LN4L6X0	t:1:7-t:7:7-t:7:7-l:6.941:2-l:6.941:1-l:6.941:1
13.4	35.4	1.20	0.006	24	6	202.4	199.0	551.0	11.5	TLN	T3LN4L6X0	t:1:7-t:7:7-t:7:5-l:6.941:2-l:6.941:1-l:6.941:1
14.2	35.2	1.20	0.006	22	6	184.5	181.0	501.0	10.7	TLN	T3LN4L6X0	t:1:7-t:7:7-t:7:3-l:6.941:2-l:6.941:1-l:6.941:1
10.3	33.3	1.35	0.008	27	6	237.9	232.0	632.0	13.0	TLN	T3LN5L6X0	t:1:7-t:7:7-t:7:7-l:6.941:2-l:6.941:2-l:6.941:1
10.7	33.7	1.35	0.008	25	6	220.0	214.0	582.0	12.5	TLN	T3LN5L6X0	t:1:7-t:7:7-t:7:5-l:6.941:2-l:6.941:2-l:6.941:1
11.4	33.4	1.34	0.008	23	6	202.1	196.0	532.0	11.7	TLN	T3LN5L6X0	t:1:7-t:7:7-t:7:3-l:6.941:2-l:6.941:2-l:6.941:1
12.0	34.0	1.31	0.008	26	6	222.0	217.0	601.0	12.0	TLN	T3LN4L6X1	t:1:7-t:7:7-t:7:7-l:8.744:2-l:8.744:1-l:4.372:1
12.4	34.4	1.30	0.007	24	6	204.1	199.0	551.0	11.5	TLN	T3LN4L6X1	t:1:7-t:7:7-t:7:5-l:8.744:2-l:8.744:1-l:4.372:1
13.3	34.3	1.29	0.007	22	6	186.2	181.0	501.0	10.7	TLN	T3LN4L6X1	t:1:7-t:7:7-t:7:3-l:8.744:2-l:8.744:1-l:4.372:1
10.3	33.3	1.35	0.008	27	6	237.9	232.0	632.0	13.0	TLN	T3LN5L6X1	t:1:7-t:7:7-t:7:7-l:6.940:2-l:6.940:2-l:6.940:1
10.7	33.7	1.35	0.008	25	6	220.0	214.0	582.0	12.5	TLN	T3LN5L6X1	t:1:7-t:7:7-t:7:5-l:6.940:2-l:6.940:2-l:6.940:1
11.4	33.4	1.34	0.008	23	6	202.1	196.0	532.0	11.7	TLN	T3LN5L6X1	t:1:7-t:7:7-t:7:3-l:6.940:2-l:6.940:2-l:6.940:1
11.3	32.3	1.32	0.008	31	6	277.8	277.0	741.0	13.8	TL	T4L6	t:1:7-t:7:7-t:7:7-t:7:7-l:6.911:1-l:6.911:1
11.6	32.6	1.27	0.007	29	6	255.5	253.0	685.0	13.3	TL	T4L6	t:1:7-t:7:7-t:7:7-t:7:5-l:6.911:1-l:6.911:1
12.4	32.4	1.23	0.007	27	6	232.3	229.0	629.0	12.5	TL	T4L6	t:1:7-t:7:7-t:7:7-t:7:3-l:6.911:1-l:6.911:1
8.6	30.6	1.46	0.010	32	6	295.4	292.0	772.0	14.8	TLN	T4LN5L6X0	t:1:7-t:7:7-t:7:7-t:7:7-l:6.911:2-l:6.911:1
8.9	30.9	1.42	0.009	30	6	273.1	268.0	716.0	14.3	TLN	T4LN5L6X0	t:1:7-t:7:7-t:7:7-t:7:5-l:6.911:2-l:6.911:1
9.6	30.6	1.38	0.008	28	6	249.9	244.0	660.0	13.5	TLN	T4LN5L6X0	t:1:7-t:7:7-t:7:7-t:7:3-l:6.911:2-l:6.911:1
8.6	30.6	1.46	0.010	32	6	295.4	292.0	772.0	14.8	TLN	T4LN5L6X1	t:1:7-t:7:7-t:7:7-t:7:7-l:6.912:2-l:6.912:1
8.9	30.9	1.42	0.009	30	6	273.1	268.0	716.0	14.3	TLN	T4LN5L6X1	t:1:7-t:7:7-t:7:7-t:7:5-l:6.912:2-l:6.912:1
9.6	30.6	1.38	0.008	28	6	249.9	244.0	660.0	13.5	TLN	T4LN5L6X1	t:1:7-t:7:7-t:7:7-t:7:3-l:6.912:2-l:6.912:1
6.8	27.8	2.20	0.019	37	6	345.2	367.0	927.0	16.6	TL	T5L6	t:1:7-t:7:7-t:7:7-t:7:7-t:7:7-l:6.824:1
7.1	28.1	1.90	0.015	35	6	331.9	337.0	865.0	16.1	TL	T5L6	t:1:7-t:7:7-t:7:7-t:7:7-t:7:5-l:6.824:1
7.8	27.8	1.61	0.012	33	6	309.8	307.0	803.0	15.4	TL	T5L6	t:1:7-t:7:7-t:7:7-t:7:7-t:7:3-l:6.824:1
23.0	44.0	1.25	0.007	12	7	124.5	120.0	280.0	4.9	TL	T1L7	t:1:5-l:5.040:1-l:5.040:1-l:5.040:1-l:5.040:1-l:5.040:1-l:5.040:1
23.5	43.5	1.25	0.007	10	7	118.5	114.0	242.0	4.1	TL	T1L7	t:1:3-l:5.040:1-l:5.040:1-l:5.040:1-l:5.040:1-l:5.040:1-l:5.040:1
24.2	43.2	1.25	0.007	9	7	115.5	111.0	223.0	3.5	TL	T1L7	t:1:2-l:5.040:1-l:5.040:1-l:5.040:1-l:5.040:1-l:5.040:1-l:5.040:1
20.0	41.0	1.25	0.007	16	7	147.5	143.0	367.0	7.2	TL	T2L7	t:1:5-t:5:5-l:5.048:1-l:5.048:1-l:5.048:1-l:5.048:1-l:5.048:1
20.5	40.5	1.25	0.007	14	7	135.5	131.0	323.0	6.5	TL	T2L7	t:1:5-t:5:3-l:5.048:1-l:5.048:1-l:5.048:1-l:5.048:1-l:5.048:1
21.2	40.2	1.25	0.007	13	7	129.5	125.0	301.0	5.9	TL	T2L7	t:1:5-t:5:2-l:5.048:1-l:5.048:1-l:5.048:1-l:5.048:1-l:5.048:1
17.0	38.0	1.25	0.007	20	7	179.5	175.0	463.0	9.5	TL	T3L7	t:1:5-t:5:5-t:5:5-l:5.060:1-l:5.060:1-l:5.060:1-l:5.060:1
17.5	37.5	1.25	0.007	18	7	163.5	159.0	415.0	8.8	TL	T3L7	t:1:5-t:5:5-t:5:3-l:5.060:1-l:5.060:1-l:5.060:1-l:5.060:1
18.2	37.2	1.25	0.007	17	7	155.5	151.0	391.0	8.2	TL	T3L7	t:1:5-t:5:5-t:5:2-l:5.060:1-l:5.060:1-l:5.060:1-l:5.060:1
13.9	34.9	1.28	0.007	24	7	219.4	215.0	567.0	11.8	TL	T4L7	t:1:5-t:5:5-t:5:5-t:5:5-l:5.080:1-l:5.080:1-l:5.080:1
14.5	34.5	1.27	0.007	22	7	199.6	195.0	515.0	11.1	TL	T4L7	t:1:5-t:5:5-t:5:5-t:5:3-l:5.080:1-l:5.080:1-l:5.080:1
15.2	34.2	1.26	0.007	21	7	189.6	185.0	489.0	10.5	TL	T4L7	t:1:5-t:5:5-t:5:5-t:5:2-l:5.080:1-l:5.080:1-l:5.080:1
10.9	31.9	1.43	0.009	28	7	270.4	267.0	683.0	14.2	TL	T5L7	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-l:5.120:1-l:5.120:1
11.5	31.5	1.36	0.008	26	7	246.0	241.0	625.0	13.4	TL	T5L7	t:1:5-t:5:5-t:5:5-t:5:5-t:5:3-l:5.120:1-l:5.120:1
12.1	31.1	1.32	0.008	25	7	233.1	228.0	596.0	12.8	TL	T5L7	t:1:5-t:5:5-t:5:5-t:5:5-t:5:2-l:5.120:1-l:5.120:1
7.8	28.8	2.19	0.019	32	7	322.6	327.0	807.0	16.5	TL	T6L7	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:5-l:5.243:1
8.4	28.4	1.81	0.014	30	7	302.9	297.0	745.0	15.7	TL	T6L7	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:3-l:5.243:1
9.1	28.1	1.62	0.012	29	7	288.8	282.0	714.0	15.2	TL	T6L7	t:1:5-t:5:5-t:5:5-t:5:5-t:5:5-t:5:2-l:5.243:1
22.0	42.0	1.33	0.008	12	8	130.0	124.0	284.0	4.5	TL	T1L8	t:1:4-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
22.3	42.3	1.33	0.008	11	8	127.0	121.0	265.0	4.1	TL	T1L8	t:1:3-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
22.8	41.8	1.33	0.008	10	8	124.0	118.0	246.0	3.5	TL	T1L8	t:1:2-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
19.8	39.8	1.33	0.008	15	8	145.0	139.0	347.0	6.5	TL	T2L8	t:1:4-t:4:4-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
20.1	40.1	1.33	0.008	14	8	140.0	134.0	326.0	6.1	TL	T2L8	t:1:4-t:4:3-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
20.6	39.6	1.33	0.008	13	8	135.0	129.0	305.0	5.5	TL	T2L8	t:1:4-t:4:2-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
17.6	37.6	1.34	0.008	18	8	166.0	160.0	416.0	8.6	TL	T3L8	t:1:4-t:4:4-t:4:4-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
17.9	37.9	1.34	0.008	17	8	159.0	153.0	393.0	8.1	TL	T3L8	t:1:4-t:4:4-t:4:3-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
18.4	37.4	1.34	0.008	16	8	152.0	146.0	370.0	7.5	TL	T3L8	t:1:4-t:4:4-t:4:2-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
15.4	35.4	1.35	0.008	21	8	193.1	187.0	491.0	10.6	TL	T4L8	t:1:4-t:4:4-t:4:4-t:4:4-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
15.7	35.7	1.34	0.008	20	8	184.1	178.0	466.0	10.1	TL	T4L8	t:1:4-t:4:4-t:4:4-t:4:3-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
16.2	35.2	1.34	0.008	19	8	175.1	169.0	441.0	9.6	TL	T4L8	t:1:4-t:4:4-t:4:4-t:4:2-l:4.000:1-l:4.000:1-l:4.000:1-l:4.000:1
13.2	33.2	1.40	0.009	24	8	226.3	220.0	572.0	12.6	TL	T5L8	t:1:4-t:4:4-t:4:4-t:4:4-t:4:4-l:4.000:1-l:4.000:1-l:4.000:1
13.5	33.5	1.38	0.008	23	8	215.4	209.0	545.0	12.1	TL	T5L8	t:1:4-t:4:4-t:4:4-t:4:4-t:4:3-l:4.000:1-l:4.000:1-l:4.000:1
14.0	33.0	1.36	0.008	22	8	204.4	198.0	518.0	11.6	TL	T5L8	t:1:4-t:4:4-t:4:4-t:4:4-t:4:2-l:4.000:1-l:4.000:1-l:4.000:1
11.0	31.0	1.58	0.011	27	8	265.4	259.0	659.0	14.6	TL	T6L8	t:1:4-t:4:4-t:4:4-t:4:4-t:4:4-t:4:4-l:4.000:1-l:4.000:1
11.3	31.3	1.52	0.010	26	8	253.3	246.0	630.0	14.1	TL	T6L8	t:1:4-t:4:4-t:4:4-t:4:4-t:4:4-t:4:3-l:4.000:1-l:4.000:1
11.8	30.8	1.46	0.010	25	8	240.4	233.0	601.0	13.6	TL	T6L8	t:1:4-t:4:4-t:4:4-t:4:4-t:4:4-t:4:2-l:4.000:1-l:4.000:1
8.8	28.8	2.33	0.021	30	8	308.9	304.0	752.0	16.6	TL	T7L8	t:1:4-t:4:4-t:4:4-t:4:4-t:4:4-t:4:4-t:4:4-l:4.000:1
9.1	29.1	2.08	0.018	29	8	298.8	289.0	721.0	16.1	TL	T7L8	t:1:4-t:4:4-t:4:4-t:4:4-t:4:4-t:4:4-t:4:3-l:4.000:1
9.6	28.6	1.83	0.014	28	8	284.9	274.0	690.0	15.6	TL	T7L8	t:1:4-t:4:4-t:4:4-t:4:4-t:4:4-t:4:4-t:4:2-l:4.000:1
3.6	34.6	1.50	0.010	8194	2	18494.5	24628.0	155700.0	15.2	TL	T1RL2	t:1:8192-l:16384.000:1
4.1	35.1	1.38	0.008	6146	2	15035.9	18484.0	116788.0	14.8	TL	T1RL2	t:1:6144-l:16384.000:1
5.2	35.2	1.25	0.007	4098	2	10809.2	12340.0	77876.0	14.2	TL	T1RL2	t:1:4096-l:16384.000:1
8.4	37.4	1.12	0.005	2050	2	5814.6	6196.0	38964.0	13.2	TL	T1RL2	t:1:2048-l:16384.000:1
6555.6	6574.6	1.00	0.003	4	2	58.0	58.0	90.0	3.2	TL	T1RL2	t:1:2-l:16384.000:1
3278.8	3298.8	1.00	0.003	6	2	64.0	64.0	128.0	4.2	TL	T1RL2	t:1:4-l:16384.000:1
2186.5	2207.5	1.00	0.003	8	2	70.0	70.0	166.0	4.8	TL	T1RL2	t:1:6-l:16384.000:1
1640.4	1661.4	1.00	0.003	10	2	76.0	76.0	204.0	5.2	TL	T1RL2	t:1:8-l:16384.000:1
106.0	130.0	1.01	0.004	67	3	253.8	254.0	1294.0	8.3	TL	T1RL3	t:1:64-l:128.000:1-l:128.000:1
106.5	130.5	1.01	0.004	51	3	206.0	206.0	990.0	7.9	TL	T1RL3	t:1:48-l:128.000:1-l:128.000:1
107.6	130.6	1.01	0.004	35	3	158.1	158.0	686.0	7.3	TL	T1RL3	t:1:32-l:128.000:1-l:128.000:1
110.8	132.8	1.01	0.004	19	3	110.1	110.0	382.0	6.3	TL	T1RL3	t:1:16-l:128.000:1-l:128.000:1
155.6	174.6	1.01	0.004	5	3	68.1	68.0	116.0	3.3	TL	T1RL3	t:1:2-l:128.000:1-l:128.000:1
130.0	150.0	1.01	0.004	7	3	74.1	74.0	154.0	4.3	TL	T1RL3	t:1:4-l:128.000:1-l:128.000:1
121.5	142.5	1.01	0.004	9	3	80.1	80.0	192.0	4.9	TL	T1RL3	t:1:6-l:128.000:1-l:128.000:1
117.2	138.2	1.01	0.004	11	3	86.1	86.0	230.0	5.3	TL	T1RL3	t:1:8-l:128.000:1-l:128.000:1
54.8	79.8	1.02	0.004	68	3	264.0	264.0	1320.0	9.3	TLN	T1RLN2L3X0	t:1:64-l:128.000:2-l:128.000:1
55.3	80.3	1.02	0.004	52	3	216.1	216.0	1016.0	8.9	TLN	T1RLN2L3X0	t:1:48-l:128.000:2-l:128.000:1
56.4	80.4	1.02	0.004	36	3	168.2	168.0	712.0	8.3	TLN	T1RLN2L3X0	t:1:32-l:128.000:2-l:128.000:1
59.6	82.6	1.02	0.004	20	3	120.3	120.0	408.0	7.3	TLN	T1RLN2L3X0	t:1:16-l:128.000:2-l:128.000:1
104.4	124.4	1.02	0.004	6	3	78.3	78.0	142.0	4.3	TLN	T1RLN2L3X0	t:1:2-l:128.000:2-l:128.000:1
78.8	99.8	1.02	0.004	8	3	84.3	84.0	180.0	5.3	TLN	T1RLN2L3X0	t:1:4-l:128.000:2-l:128.000:1
70.3	92.3	1.02	0.004	10	3	90.3	90.0	218.0	5.9	TLN	T1RLN2L3X0	t:1:6-l:128.000:2-l:128.000:1
66.0	88.0	1.02	0.004	12	3	96.3	96.0	256.0	6.3	TLN	T1RLN2L3X0	t:1:8-l:128.000:2-l:128.000:1
37.7	63.7	1.03	0.004	69	3	274.0	274.0	1346.0	9.9	TLN	T1RLN2L3X0	t:1:64-l:128.000:3-l:128.000:1
38.3	64.3	1.03	0.004	53	3	226.2	226.0	1042.0	9.5	TLN	T1RLN2L3X0	t:1:48-l:128.000:3-l:128.000:1
39.3	64.3	1.03	0.004	37	3	178.3	178.0	738.0	8.9	TLN	T1RLN2L3X0	t:1:32-l:128.000:3-l:128.000:1
42.5	66.5	1.02	0.004	21	3	130.3	130.0	434.0	7.9	TLN	T1RLN2L3X0	t:1:16-l:128.000:3-l:128.000:1
87.3	108.3	1.02	0.004	7	3	88.3	88.0	168.0	4.9	TLN	T1RLN2L3X0	t:1:2-l:128.000:3-l:128.000:1
61.7	83.7	1.02	0.004	9	3	94.3	94.0	206.0	5.9	TLN	T1RLN2L3X0	t:1:4-l:128.000:3-l:128.000:1
53.2	76.2	1.02	0.004	11	3	100.3	100.0	244.0	6.5	TLN	T1RLN2L3X0	t:1:6-l:128.000:3-l:128.000:1
48.9	71.9	1.02	0.004	13	3	106.3	106.0	282.0	6.9	TLN	T1RLN2L3X0	t:1:8-l:128.000:3-l:128.000:1
29.2	55.2	1.04	0.004	70	3	284.0	284.0	1372.0	10.3	TLN	T1RLN2L3X0	t:1:64-l:128.000:4-l:128.000:1
29.7	55.7	1.03	0.004	54	3	236.1	236.0	1068.0	9.9	TLN	T1RLN2L3X0	t:1:48-l:128.000:4-l:128.000:1
30.8	55.8	1.03	0.004	38	3	188.2	188.0	764.0	9.3	TLN	T1RLN2L3X0	t:1:32-l:128.000:4-l:128.000:1
34.0	58.0	1.03	0.004	22	3	140.2	140.0	460.0	8.3	TLN	T1RLN2L3X0	t:1:16-l:128.000:4-l:128.000:1
78.8	99.8	1.03	0.004	8	3	98.3	98.0	194.0	5.3	TLN	T1RLN2L3X0	t:1:2-l:128.000:4-l:128.000:1
53.2	75.2	1.03	0.004	10	3	104.3	104.0	232.0	6.3	TLN	T1RLN2L3X0	t:1:4-l:128.000:4-l:128.000:1
44.7	67.7	1.03	0.004	12	3	110.3	110.0	270.0	6.9	TLN	T1RLN2L3X0	t:1:6-l:128.000:4-l:128.000:1
40.4	63.4	1.03	0.004	14	3	116.3	116.0	308.0	7.3	TLN	T1RLN2L3X0	t:1:8-l:128.000:4-l:128.000:1
24.1	51.1	1.04	0.004	71	3	293.8	294.0	1398.0	10.6	TLN	T1RLN2L3X0	t:1:64-l:128.000:5-l:128.000:1
24.6	51.6	1.04	0.004	55	3	246.0	246.0	1094.0	10.2	TLN	T1RLN2L3X0	t:1:48-l:128.000:5-l:128.000:1
25.7	51.7	1.04	0.004	39	3	198.1	198.0	790.0	9.6	TLN	T1RLN2L3X0	t:1:32-l:128.000:5-l:128.000:1
28.9	53.9	1.04	0.004	23	3	150.1	150.0	486.0	8.6	TLN	T1RLN2L3X0	t:1:16-l:128.000:5-l:128.000:1
73.7	95.7	1.04	0.004	9	3	108.1	108.0	220.0	5.6	TLN	T1RLN2L3X0	t:1:2-l:128.000:5-l:128.000:1
48.1	71.1	1.04	0.004	11	3	114.1	114.0	258.0	6.6	TLN	T1RLN2L3X0	t:1:4-l:128.000:5-l:128.000:1
39.5	63.5	1.04	0.004	13	3	120.1	120.0	296.0	7.2	TLN	T1RLN2L3X0	t:1:6-l:128.000:5-l:128.000:1
35.3	59.3	1.04	0.004	15	3	126.1	126.0	334.0	7.6	TLN	T1RLN2L3X0	t:1:8-l:128.000:5-l:128.000:1
20.7	47.7	1.05	0.004	72	3	303.6	304.0	1424.0	10.9	TLN	T1RLN2L3X0	t:1:64-l:128.000:6-l:128.000:1
21.2	48.2	1.05	0.004	56	3	255.8	256.0	1120.0	10.5	TLN	T1RLN2L3X0	t:1:48-l:128.000:6-l:128.000:1
22.3	48.3	1.05	0.004	40	3	207.9	208.0	816.0	9.9	TLN	T1RLN2L3X0	t:1:32-l:128.000:6-l:128.000:1
25.5	50.5	1.05	0.004	24	3	159.9	160.0	512.0	8.9	TLN	T1RLN2L3X0	t:1:16-l:128.000:6-l:128.000:1
70.3	92.3	1.05	0.004	10	3	117.9	118.0	246.0	5.9	TLN	T1RLN2L3X0	t:1:2-l:128.000:6-l:128.000:1
44.7	67.7	1.05	0.004	12	3	123.9	124.0	284.0	6.9	TLN	T1RLN2L3X0	t:1:4-l:128.000:6-l:128.000:1
36.1	60.1	1.05	0.004	14	3	129.9	130.0	322.0	7.5	TLN	T1RLN2L3X0	t:1:6-l:128.000:6-l:128.000:1
31.9	55.9	1.05	0.004	16	3	135.9	136.0	360.0	7.9	TLN	T1RLN2L3X0	t:1:8-l:128.000:6-l:128.000:1
18.2	45.2	1.06	0.004	73	3	313.3	314.0	1450.0	11.1	TLN	T1RLN2L3X0	t:1:64-l:128.000:7-l:128.000:1
18.8	45.8	1.06	0.004	57	3	265.5	266.0	1146.0	10.7	TLN	T1RLN2L3X0	t:1:48-l:128.000:7-l:128.000:1
19.8	45.8	1.06	0.004	41	3	217.6	218.0	842.0	10.1	TLN	T1RLN2L3X0	t:1:32-l:128.000:7-l:128.000:1
23.0	48.0	1.06	0.004	25	3	169.6	170.0	538.0	9.1	TLN	T1RLN2L3X0	t:1:16-l:128.000:7-l:128.000:1
67.8	89.8	1.05	0.004	11	3	127.6	128.0	272.0	6.1	TLN	T1RLN2L3X0	t:1:2-l:128.000:7-l:128.000:1
42.2	65.2	1.05	0.004	13	3	133.6	134.0	310.0	7.1	TLN	T1RLN2L3X0	t:1:4-l:128.000:7-l:128.000:1
33.7	57.7	1.06	0.004	15	3	139.6	140.0	348.0	7.7	TLN	T1RLN2L3X0	t:1:6-l:128.000:7-l:128.000:1
29.4	53.4	1.06	0.004	17	3	145.6	146.0	386.0	8.1	TLN	T1RLN2L3X0	t:1:8-l:128.000:7-l:128.000:1
16.4	43.4	1.07	0.004	74	3	323.0	324.0	1476.0	11.3	TLN	T1RLN2L3X0	t:1:64-l:128.000:8-l:128.000:1
16.9	43.9	1.07	0.004	58	3	275.1	276.0	1172.0	10.9	TLN	T1RLN2L3X0	t:1:48-l:128.000:8-l:128.000:1
18.0	44.0	1.06	0.004	42	3	227.2	228.0	868.0	10.3	TLN	T1RLN2L3X0	t:1:32-l:128.000:8-l:128.000:1
21.2	46.2	1.06	0.004	26	3	179.2	180.0	564.0	9.3	TLN	T1RLN2L3X0	t:1:16-l:128.000:8-l:128.000:1
66.0	88.0	1.06	0.004	12	3	137.3	138.0	298.0	6.3	TLN	T1RLN2L3X0	t:1:2-l:128.000:8-l:128.000:1
40.4	63.4	1.06	0.004	14	3	143.3	144.0	336.0	7.3	TLN	T1RLN2L3X0	t:1:4-l:128.000:8-l:128.000:1
31.9	55.9	1.06	0.004	16	3	149.3	150.0	374.0	7.9	TLN	T1RLN2L3X0	t:1:6-l:128.000:8-l:128.000:1
27.6	51.6	1.06	0.004	18	3	155.3	156.0	412.0	8.3	TLN	T1RLN2L3X0	t:1:8-l:128.000:8-l:128.000:1
54.8	79.8	1.02	0.004	68	3	264.0	264.0	1320.0	9.3	TLN	T1RLN2L3X1	t:1:64-l:128.000:2-l:128.000:1
55.3	80.3	1.02	0.004	52	3	216.1	216.0	1016.0	8.9	TLN	T1RLN2L3X1	t:1:48-l:128.000:2-l:128.000:1
56.4	80.4	1.02	0.004	36	3	168.2	168.0	712.0	8.3	TLN	T1RLN2L3X1	t:1:32-l:128.000:2-l:128.000:1
59.6	82.6	1.02	0.004	20	3	120.3	120.0	408.0	7.3	TLN	T1RLN2L3X1	t:1:16-l:128.000:2-l:128.000:1
104.4	124.4	1.02	0.004	6	3	78.3	78.0	142.0	4.3	TLN	T1RLN2L3X1	t:1:2-l:128.000:2-l:128.000:1
78.8	99.8	1.02	0.004	8	3	84.3	84.0	180.0	5.3	TLN	T1RLN2L3X1	t:1:4-l:128.000:2-l:128.000:1
70.3	92.3	1.02	0.004	10	3	90.3	90.0	218.0	5.9	TLN	T1RLN2L3X1	t:1:6-l:128.000:2-l:128.000:1
66.0	88.0	1.02	0.004	12	3	96.3	96.0	256.0	6.3	TLN	T1RLN2L3X1	t:1:8-l:128.000:2-l:128.000:1
37.7	63.7	1.03	0.004	69	3	277.0	277.0	1349.0	9.9	TLN	T1RLN2L3X1	t:1:64-l:128.001:3-l:128.001:1
38.3	64.3	1.03	0.004	53	3	229.1	229.0	1045.0	9.5	TLN	T1RLN2L3X1	t:1:48-l:128.001:3-l:128.001:1
39.3	64.3	1.03	0.004	37	3	181.2	181.0	741.0	8.9	TLN	T1RLN2L3X1	t:1:32-l:128.001:3-l:128.001:1
42.5	66.5	1.02	0.004	21	3	133.3	133.0	437.0	7.9	TLN	T1RLN2L3X1	t:1:16-l:128.001:3-l:128.001:1
87.3	108.3	1.02	0.004	7	3	91.3	91.0	171.0	4.9	TLN	T1RLN2L3X1	t:1:2-l:128.001:3-l:128.001:1
61.7	83.7	1.02	0.004	9	3	97.3	97.0	209.0	5.9	TLN	T1RLN2L3X1	t:1:4-l:128.001:3-l:128.001:1
53.2	76.2	1.02	0.004	11	3	103.3	103.0	247.0	6.5	TLN	T1RLN2L3X1	t:1:6-l:128.001:3-l:128.001:1
48.9	71.9	1.02	0.004	13	3	109.3	109.0	285.0	6.9	TLN	T1RLN2L3X1	t:1:8-l:128.001:3-l:128.001:1
29.2	55.2	1.04	0.004	70	3	284.0	284.0	1372.0	10.3	TLN	T1RLN2L3X1	t:1:64-l:128.000:4-l:128.000:1
29.7	55.7	1.03	0.004	54	3	236.1	236.0	1068.0	9.9	TLN	T1RLN2L3X1	t:1:48-l:128.000:4-l:128.000:1
30.8	55.8	1.03	0.004	38	3	188.2	188.0	764.0	9.3	TLN	T1RLN2L3X1	t:1:32-l:128.000:4-l:128.000:1
34.0	58.0	1.03	0.004	22	3	140.2	140.0	460.0	8.3	TLN	T1RLN2L3X1	t:1:16-l:128.000:4-l:128.000:1
78.8	99.8	1.03	0.004	8	3	98.3	98.0	194.0	5.3	TLN	T1RLN2L3X1	t:1:2-l:128.000:4-l:128.000:1
53.2	75.2	1.03	0.004	10	3	104.3	104.0	232.0	6.3	TLN	T1RLN2L3X1	t:1:4-l:128.000:4-l:128.000:1
44.7	67.7	1.03	0.004	12	3	110.3	110.0	270.0	6.9	TLN	T1RLN2L3X1	t:1:6-l:128.000:4-l:128.000:1
40.4	63.4	1.03	0.004	14	3	116.3	116.0	308.0	7.3	TLN	T1RLN2L3X1	t:1:8-l:128.000:4-l:128.000:1
24.1	51.1	1.04	0.004	71	3	293.8	294.0	1398.0	10.6	TLN	T1RLN2L3X1	t:1:64-l:128.000:5-l:128.000:1
24.6	51.6	1.04	0.004	55	3	246.0	246.0	1094.0	10.2	TLN	T1RLN2L3X1	t:1:48-l:128.000:5-l:128.000:1
25.7	51.7	1.04	0.004	39	3	198.1	198.0	790.0	9.6	TLN	T1RLN2L3X1	t:1:32-l:128.000:5-l:128.000:1
28.9	53.9	1.04	0.004	23	3	150.1	150.0	486.0	8.6	TLN	T1RLN2L3X1	t:1:16-l:128.000:5-l:128.000:1
73.7	95.7	1.04	0.004	9	3	108.1	108.0	220.0	5.6	TLN	T1RLN2L3X1	t:1:2-l:128.000:5-l:128.000:1
48.1	71.1	1.04	0.004	11	3	114.1	114.0	258.0	6.6	TLN	T1RLN2L3X1	t:1:4-l:128.000:5-l:128.000:1
39.5	63.5	1.04	0.004	13	3	120.1	120.0	296.0	7.2	TLN	T1RLN2L3X1	t:1:6-l:128.000:5-l:128.000:1
35.3	59.3	1.04	0.004	15	3	126.1	126.0	334.0	7.6	TLN	T1RLN2L3X1	t:1:8-l:128.000:5-l:128.000:1
20.7	47.7	1.05	0.004	72	3	303.6	304.0	1424.0	10.9	TLN	T1RLN2L3X1	t:1:64-l:127.998:6-l:127.998:1
21.2	48.2	1.05	0.004	56	3	255.8	256.0	1120.0	10.5	TLN	T1RLN2L3X1	t:1:48-l:127.998:6-l:127.998:1
22.3	48.3	1.05	0.004	40	3	207.9	208.0	816.0	9.9	TLN	T1RLN2L3X1	t:1:32-l:127.998:6-l:127.998:1
25.5	50.5	1.05	0.004	24	3	159.9	160.0	512.0	8.9	TLN	T1RLN2L3X1	t:1:16-l:127.998:6-l:127.998:1
70.3	92.3	1.05	0.004	10	3	117.9	118.0	246.0	5.9	TLN	T1RLN2L3X1	t:1:2-l:127.998:6-l:127.998:1
